CCC,CUM. INPUT (MU),CUM. DEMAND(MU),CUM. COLLEC. (MU),CUM. AT&C LOSS,CUM. DIST. LOSS,COLL. EFF.,MONTH,YEAR
Malda Div Total,649.73,521.83,521.97,19.69%,19.69%,100.00%,1,2026
ISLAMPUR,111.64,79.54,74.65,33.13%,28.75%,93.85%,1,2026
CHOPRA,83,49.03,47.68,42.56%,40.92%,97.23%,1,2026
DALKHOLA,41.51,30.34,31.14,26.91%,26.91%,100.00%,1,2026
GOALPOKHAR,74.68,50.15,46.06,38.32%,32.84%,91.84%,1,2026
KANKI,64.33,42.67,41.79,35.04%,33.68%,97.95%,1,2026
Islampur Div Total,375.16,251.73,241.32,35.68%,32.90%,95.86%,1,2026
ITAHAR,107.66,66.83,67.15,37.93%,37.93%,100.00%,1,2026
HEMTABAD,39.64,33.85,33.4,15.75%,14.62%,98.68%,1,2026
KALIAGANJ,88.71,74.57,74.41,16.12%,15.95%,99.79%,1,2026
RAIGANJ,116.51,87.77,86.75,25.54%,24.67%,98.84%,1,2026
BIRNAGAR,90.51,79.14,75.22,16.90%,12.56%,95.04%,1,2026
KARANDEGHI,85.77,59.87,61.88,30.20%,30.20%,100.00%,1,2026
Raiganj Div Total,528.8,402.02,398.81,24.58%,23.98%,99.20%,1,2026
MALDA REGION,1839.95,1428.65,1440.42,22.35%,22.35%,100.00%,1,2026
U/DINAJPUR REGION,1233.33,970.83,956.02,22.48%,21.28%,98.47%,1,2026
D/DINAJPUR REGION,699.52,510.96,526.04,26.96%,26.96%,100.00%,1,2026
BALURGHAT,97.39,89.64,85.93,11.77%,7.95%,95.86%,2,2026
TAPAN,111.68,51.69,52.75,53.71%,53.71%,100.00%,2,2026
KUMARGUNJ,49.63,40.55,40.56,18.30%,18.30%,100.00%,2,2026
HILI,24.66,22.15,22.06,10.56%,10.17%,99.56%,2,2026
PATIRAM,40.28,30.5,30.63,24.28%,24.28%,100.00%,2,2026
Balurghat Div Total,323.64,234.54,231.92,28.34%,27.53%,98.89%,2,2026
BUNIADPUR,56.93,46.69,48.65,17.99%,17.99%,100.00%,2,2026
KUSHMUNDI,55.44,42.53,42.16,23.94%,23.29%,99.14%,2,2026
HARIRAMPUR,48.99,34.12,33.2,32.23%,30.37%,97.32%,2,2026
GANGARAMPUR,134.01,80.38,81.79,40.02%,40.02%,100.00%,2,2026
Buniadpur Div Total,295.37,203.72,205.8,31.03%,31.03%,100.00%,2,2026
BHALUKA,72.3,38.71,39.11,46.45%,46.45%,100.00%,2,2026
SAMSI,97.76,65.18,68.45,33.32%,33.32%,100.00%,2,2026
PARANPUR,70.59,44.56,45.35,36.87%,36.87%,100.00%,2,2026
CHANCHAL,66.62,53.23,54.46,20.10%,20.10%,100.00%,2,2026
MALATIPUR,71.06,47.46,49.43,33.21%,33.21%,100.00%,2,2026
H.C. PUR,62.32,47.63,47.78,23.57%,23.57%,100.00%,2,2026
KUSHIDA,50.11,34.2,35.21,31.75%,31.75%,100.00%,2,2026
Chanchal Div Total,490.76,330.98,339.78,32.56%,32.56%,100.00%,2,2026
GAZOLE,103.68,68.98,70.65,33.47%,33.47%,100.00%,2,2026
AIHO,85.04,57.44,54.07,36.42%,32.46%,94.14%,2,2026
PANDUA,41.09,28.67,27.39,33.33%,30.23%,95.56%,2,2026
BAMANGOLA,40.5,35.67,35.33,12.77%,11.92%,99.04%,2,2026
OLD MALDA,111.07,89.74,87.62,21.11%,19.21%,97.64%,2,2026
Gazole Div Total,381.39,280.5,275.06,27.88%,26.45%,98.06%,2,2026
MATHURAPUR,70.55,55.58,57.12,21.22%,21.22%,100.00%,2,2026
GOLAPGANJ,49.06,42.87,39.9,18.69%,12.63%,93.07%,2,2026
BAISNABNAGAR,45.87,39.56,38.78,15.47%,13.76%,98.02%,2,2026
KALIACHAK,85.94,59.92,60.84,30.27%,30.27%,100.00%,2,2026
MOTHABARI,66.01,51.36,49.41,25.16%,22.20%,96.20%,2,2026
SUJAPUR,92.63,59.15,58.34,37.01%,36.14%,98.63%,2,2026
RATHBARI,110.9,86.62,87.17,21.90%,21.90%,100.00%,2,2026
FULBARI,69.79,66.25,65.46,6.21%,5.07%,98.80%,2,2026
MOKDAMPUR,76.19,63.87,64.4,16.16%,16.16%,100.00%,2,2026
Malda Div Total,666.95,525.19,521.4,21.82%,21.26%,99.28%,2,2026
ISLAMPUR,111.54,80.31,74.1,33.56%,28.00%,92.27%,2,2026
CHOPRA,82.44,49.49,47.13,42.83%,39.97%,95.23%,2,2026
DALKHOLA,41.31,30.5,30.5,26.18%,26.17%,99.99%,2,2026
GOALPOKHAR,75.07,50.65,46.2,38.46%,32.53%,91.22%,2,2026
KANKI,64.51,43.09,41.82,35.18%,33.21%,97.04%,2,2026
Islampur Div Total,374.87,254.04,239.75,36.05%,32.23%,94.37%,2,2026
ITAHAR,109,67.24,67.64,38.31%,38.31%,100.00%,2,2026
HEMTABAD,39.99,34.14,34.1,14.72%,14.62%,99.88%,2,2026
KALIAGANJ,88.71,74.57,74.28,16.26%,15.94%,99.62%,2,2026
RAIGANJ,116.77,88.28,86.06,26.30%,24.40%,97.49%,2,2026
BIRNAGAR,91.31,79.23,73.81,19.17%,13.23%,93.16%,2,2026
KARANDEGHI,86.25,60.04,60.9,30.39%,30.39%,100.00%,2,2026
Raiganj Div Total,532.03,403.49,396.79,25.42%,24.16%,98.34%,2,2026
MALDA REGION,1851.98,1440.34,1445.49,22.23%,22.23%,100.00%,2,2026
U/DINAJPUR REGION,1230.7,975.22,952.71,22.59%,20.76%,97.69%,2,2026
D/DINAJPUR REGION,697.12,512.91,512.17,26.53%,26.42%,99.86%,2,2026
